,content,url,source,catch_time
0,['电影《酱园弄·悬案》票房口碑双崩盘，创导演陈可辛职业生涯最低分，观众为何不买账？问题出在哪了？'],['https://www.zhihu.com/question/1922380881475106463'],['知乎'],['2025-06-30 11-55']
1,['多名中国游客称冰岛租车遭天价索赔，「针眼伤」要赔 14 万，为何这么贵？国外旅游租车时应如何正确选择保险？'],['https://www.zhihu.com/question/1922602621287494541'],['知乎'],['2025-06-30 11-55']
2,['6 月 29 日苏超联赛第五轮，南通队 4:0 战胜宿迁队，如何评价这场比赛？'],['https://www.zhihu.com/question/1922769954660418507'],['知乎'],['2025-06-30 11-55']
3,['为什么同样是体力消耗，运动后神清气爽，而工作后却只想瘫着？'],['https://www.zhihu.com/question/1918735644064220720'],['知乎'],['2025-06-30 11-55']
4,['男子被树枝刺伤无视伤口终要截肢，为什么会造成这么严重的后果？被植物划伤后的正确处理方式有哪些？'],['https://www.zhihu.com/question/1921196870279062419'],['知乎'],['2025-06-30 11-55']
5,['年后刚刚提拔的主管，突然提出离职了，这是为什么？'],['https://www.zhihu.com/question/1897629631642854803'],['知乎'],['2025-06-30 11-55']
6,['「辽宁舰遭外军双航母夹击，歼 -15 挂弹起飞，将其驱离」影像详情披露，哪些信息值得关注？'],['https://www.zhihu.com/question/1922371463639471918'],['知乎'],['2025-06-30 11-55']
7,['「虫草蛋」实指鸡饲料有虫又有草，无抗蛋、富硒蛋、叶黄素蛋等「特殊鸡蛋」们真的更好吗？购买时该怎么选？'],['https://www.zhihu.com/question/1918773880165765831'],['知乎'],['2025-06-30 11-55']
8,['滁州，马鞍山，芜湖加入苏超组成十六支球队避免轮空是否可行？'],['https://www.zhihu.com/question/1917973634846275364'],['知乎'],['2025-06-30 11-55']
9,['为什么李善长比胡惟庸晚死了整整十年？'],['https://www.zhihu.com/question/665162167'],['知乎'],['2025-06-30 11-55']
10,['美国「大而美」法案接近通过，马斯克再次抨击「将摧毁美国数百万个就业岗位」，哪些信息值得关注？'],['https://www.zhihu.com/question/1922689475991024949'],['知乎'],['2025-06-30 11-55']
11,['你认可「打是亲骂是爱」吗？如何看待心理咨询师严艺家说「父母在揍孩子时，真正揍的是讨厌的自己」？'],['https://www.zhihu.com/question/1920809398730745729'],['知乎'],['2025-06-30 11-55']
12,['如何评价 2025 年 F1 奥地利大奖赛?'],['https://www.zhihu.com/question/1922793791628251553'],['知乎'],['2025-06-30 11-55']
13,['如何看待郭靖宇称优质微短剧应该能上央视，有机会获飞天奖白玉兰奖？你看好微短剧产业走向主流吗？'],['https://www.zhihu.com/question/1921188656779064310'],['知乎'],['2025-06-30 11-55']
14,['荔枝价格大跳水从 5 月跌到 6 月，9.9 元 3 斤包邮，什么原因？'],['https://www.zhihu.com/question/1922690298108143090'],['知乎'],['2025-06-30 11-55']
15,['女子输液过敏在「黑救护车」转院时去世，法院判医院担责 10% 、救护车担责 60%，这一判决合理吗？'],['https://www.zhihu.com/question/1922687269803882164'],['知乎'],['2025-06-30 11-55']
16,['小米 YU7 全车 9 处磁吸点位，可吸附纸巾盒、眼镜盒等，发生碰撞等极端情况下是否会增加安全隐患？'],['https://www.zhihu.com/question/1921993737908745208'],['知乎'],['2025-06-30 11-55']
17,['游客在上海动物园展馆给婴儿喝奶瓶被赶，园方称馆内不能饮食，这类情况应有例外吗？规则与人情该如何兼顾？'],['https://www.zhihu.com/question/1922932765394952217'],['知乎'],['2025-06-30 11-55']
18,['同事间的「奶茶社交」到底弊大于利还是利大于弊？作为职场新人，该如何应对这种社交方式？'],['https://www.zhihu.com/question/1921575562893304107'],['知乎'],['2025-06-30 11-55']
19,['如何评价张嘉译、宋佳、咏梅主演的电视剧《悬崖》？'],['https://www.zhihu.com/question/26398510'],['知乎'],['2025-06-30 11-55']
20,['化学反应的时候，那些原子分子是咋知道该咋重新组合的，它们咋就这么「聪明」？'],['https://www.zhihu.com/question/1898796245360833067'],['知乎'],['2025-06-30 11-55']
21,['如何看待「不主动问别人的高考成绩也是一种礼貌」这一说法？'],['https://www.zhihu.com/question/1921583241967699389'],['知乎'],['2025-06-30 11-55']
22,['「鉴抄博主」制作文本对比图，指出多位作家「过度借用」他人文本，这种鉴抄方式科学吗？文学抄袭该如何判定？'],['https://www.zhihu.com/question/1921629478574076270'],['知乎'],['2025-06-30 11-55']
23,['中国为什么一直没有优良的马种？'],['https://www.zhihu.com/question/20741495'],['知乎'],['2025-06-30 11-55']
24,['蔡澜去世，香港「最后的风流才子」谢幕，他的哪些言行或作品曾打动过你？'],['https://www.zhihu.com/question/1921960172609298867'],['知乎'],['2025-06-30 11-55']
25,['如何评价《三角洲行动》M249 这把枪？'],['https://www.zhihu.com/question/14656226910'],['知乎'],['2025-06-30 11-55']
26,['如何看待 「 旅游就是浪费钱 」 这种说法？'],['https://www.zhihu.com/question/1921154230405817809'],['知乎'],['2025-06-30 11-55']
27,['目前二氧化碳捕集技术的利用现状是怎样的？与植物吸收二氧化碳相比如何？'],['https://www.zhihu.com/question/31790395'],['知乎'],['2025-06-30 11-55']
28,['为何在前公司总被否定的员工，在新环境也会觉得自己「不配得」？'],['https://www.zhihu.com/question/1921221881501017181'],['知乎'],['2025-06-30 11-55']
29,['茅台 1935 在「2025 中国影视之夜」的哪些细节，体现了对影视作品与东方文化的致敬？'],['https://www.zhihu.com/question/1921892961119076668'],['知乎'],['2025-06-30 11-55']
30,['潜伏中为什么站长太太喜欢翠萍?'],['https://www.zhihu.com/question/450055805'],['知乎'],['2025-06-30 11-55']
31,['为什么至今仍未有任何主流游戏为 NPC 接入大语言模型 LLM？'],['https://www.zhihu.com/question/11416391656'],['知乎'],['2025-06-30 11-55']
32,['原著孙悟空真的没有架海之力吗？'],['https://www.zhihu.com/question/1916946924004705412'],['知乎'],['2025-06-30 11-55']
33,['30 年过去了，美国没有比 B2 更强的轰炸机了么？'],['https://www.zhihu.com/question/1920520178900402364'],['知乎'],['2025-06-30 11-55']
34,['世俱杯 1/8 决赛，巴黎圣日耳曼 4:0 迈阿密国际，如何评价本场比赛？'],['https://www.zhihu.com/question/1922803330909988719'],['知乎'],['2025-06-30 11-55']
35,['跳槽到一家新公司后，发现没人管我，也没有什么任务给到我，已经在这家公司发呆一周了，请问如何破局？'],['https://www.zhihu.com/question/1921154615820399071'],['知乎'],['2025-06-30 11-55']
36,['农村孩子 2025 年上大专还有没有意义？'],['https://www.zhihu.com/question/1922005175796752443'],['知乎'],['2025-06-30 11-55']
37,['校招中的「熟悉 Linux 操作系统」一般是指达到什么程度？'],['https://www.zhihu.com/question/517101428'],['知乎'],['2025-06-30 11-55']
38,['刚升职，要不要每项工作依然亲力亲为？'],['https://www.zhihu.com/question/1921367027748152577'],['知乎'],['2025-06-30 11-55']
39,['如何看待河北地质大学教授季强声称「所有现代人都起源于东亚」?'],['https://www.zhihu.com/question/1920928431010481822'],['知乎'],['2025-06-30 11-55']
40,['警种这么多，为什么只有缉毒警察需要打码消音全方位保护，其他警种的人不用？'],['https://www.zhihu.com/question/661434942'],['知乎'],['2025-06-30 11-55']
41,['Dota2 的 BP 策略性强吗？'],['https://www.zhihu.com/question/35194110'],['知乎'],['2025-06-30 11-55']
42,['神锋无影威力这么大的咒语为什么哈利几乎不使用？'],['https://www.zhihu.com/question/491457987'],['知乎'],['2025-06-30 11-55']
43,['孩子因理科好跳级到初一，目前总分勉强年级前十，语文拖后腿严重，他提出再读一年初一提语文成绩，合理吗？'],['https://www.zhihu.com/question/457259993'],['知乎'],['2025-06-30 11-55']
44,['在国企，哪些事是你觉得只有在国企才会发生的？'],['https://www.zhihu.com/question/1908572891638895717'],['知乎'],['2025-06-30 11-55']
45,['如果把杨志卖刀换成李逵卖斧，牛二的命运会截然不同吗？'],['https://www.zhihu.com/question/1921851525887665745'],['知乎'],['2025-06-30 11-55']
46,['新修订的治安管理处罚法重构「被殴打还手即互殴」的认定标准，明确正当防卫免处罚，怎样从法律角度解读？'],['https://www.zhihu.com/question/1922201787579986331'],['知乎'],['2025-06-30 11-55']
47,['《钢铁雄心》4 中缴获他国的武器能直接拿来武装本国部队，这种情况真实历史上存在吗?'],['https://www.zhihu.com/question/1898309448537208164'],['知乎'],['2025-06-30 11-55']
48,['武侠中最牛逼的人物，都不爱用武器，是真的吗？'],['https://www.zhihu.com/question/1918743322417168936'],['知乎'],['2025-06-30 11-55']
49,['为什么拥有 1.7 亿人口的尼日利亚几乎毫无存在感？'],['https://www.zhihu.com/question/276007289'],['知乎'],['2025-06-30 11-55']
